model,roc_auc,avg_precision,f1,mcc,fpr,fnr,composite_score,tp,tn,fp,fn
XGBoost_Optimized,0.8560006064154883,0.851054966250196,0.7814537669887658,0.5310541600728115,0.33433696072949376,0.14428732727566,0.8135091049227139,79577,61904,31092,13418
LightGBM_Optimized,0.8475178628166055,0.8409939037833633,0.7748678755967701,0.5164564018003651,0.34110069250290337,0.1517823538899941,0.8054019607742303,78880,61275,31721,14115
