model,roc_auc,avg_precision,f1,mcc,fpr,fnr,tp,tn,fp,fn
Heuristic_Baseline,0.5011835914721229,0.4997618158564393,0.01014850431896515,-0.004025404537067577,0.005720676158114327,0.9948706919726867,477,92464,532,92518
